category,ym,n,platform_n,share,month,seasonal_index,adj,roll_mean,roll_std,denom,z,shift,bad_rate
perfumaria,2017-11,292,7451,0.03918937055428801,11,1.088453725228838,0.03600462715679418,0.03174425538030987,0.007714462522436388,0.007714462522436388,0.5522577579570368,,0.1780821917808219
perfumaria,2017-12,232,5624,0.041251778093883355,12,1.1457354610072394,0.03600462715679418,0.03139424766157684,0.007397282922696187,0.007397282922696187,0.6232530975761206,,0.14655172413793102
perfumaria,2018-01,212,7220,0.029362880886426593,1,0.9181912530820691,0.03197904661786416,0.0321268500948811,0.007755554123826138,0.007755554123826138,-0.01905775843441914,,0.18396226415094338
perfumaria,2018-02,197,6694,0.029429339707200478,2,0.8013415562023906,0.03672508867088838,0.031120454960148602,0.007334376264319864,0.007334376264319864,0.7641595561445488,,0.16751269035532995
perfumaria,2018-03,184,7188,0.025598219254312743,3,0.8970874440311438,0.028534809426475554,0.03517834740058522,0.0021597384507249765,0.0021597384507249765,-3.076084500824431,COLLAPSE,0.25
perfumaria,2018-04,159,6934,0.022930487453129506,4,0.9050534953065248,0.025336057561286335,0.03331089296800557,0.003807786972047785,0.003807786972047785,-2.0943491495876567,COLLAPSE,0.11949685534591195
perfumaria,2018-05,179,6853,0.026119947468262076,5,0.8711653790080682,0.029982765726988523,0.03064375056912861,0.00487800937727525,0.00487800937727525,-0.13550298718558398,,0.12290502793296089
perfumaria,2018-06,168,6160,0.02727272727272727,6,1.0089901083820898,0.027029727096590614,0.0301446803464097,0.004797309229464199,0.004797309229464199,-0.6493125835390411,,0.13095238095238096
perfumaria,2018-07,174,6273,0.02773792443806791,7,0.8015676360485873,0.03460459628186206,0.027720839952835256,0.001995301025485016,0.001995301025485016,3.4499838576254476,SURGE,0.07471264367816093
perfumaria,2018-08,207,6452,0.03208307501549907,8,0.8240155288957738,0.03893503689001123,0.029238286666681886,0.004060240359176102,0.004060240359176102,2.3882207370838993,SURGE,0.12077294685990338
pet_shop,2016-10,4,308,0.012987012987012988,10,0.782818081123821,0.016590077950637917,,0.0,,,,0.0
pet_shop,2017-01,13,789,0.016476552598225603,1,0.7869891934516078,0.020936186589757474,,0.0,,,,0.07692307692307693
pet_shop,2017-02,37,1733,0.021350259665320254,2,1.004585503548092,0.02125280485325873,0.018763132270197696,0.0030731628904948766,0.0030731628904948766,0.8101336218660766,,0.10810810810810811
pet_shop,2017-03,41,2641,0.01552442256720939,3,0.8898439003640373,0.017446231368061647,0.01959302313121804,0.002605440768732362,0.002605440768732362,-0.823964907941808,,0.04878048780487805
pet_shop,2017-04,46,2391,0.019238812212463405,4,1.1976476215265255,0.016063833690866062,0.019056325190428942,0.0023827980299438215,0.0023827980299438215,-1.2558729115759062,,0.13043478260869565
